FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3006,Correspondence,0000,,1 00,0,9637,Administrative Assistant,Annual,1,1,51504.00,51504.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3007,Scheduling and Advance,0000,,1 00,9,9877,Director - Mayor's Office,Annual,1,1,120000.00,120000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3007,Scheduling and Advance,0000,,1 00,9,9876,Scheduler,Annual,1,1,70404.00,70404.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3007,Scheduling and Advance,0000,,1 00,9,9876,Scheduler,Annual,1,1,57792.00,57792.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3007,Scheduling and Advance,0000,,1 00,9,9870,Advance,Annual,1,1,52536.00,52536.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3007,Scheduling and Advance,0000,,1 00,9,9870,Advance,Annual,1,1,51504.00,51504.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3010,Administrative,0000,,1 00,9,9899,Chief of Staff,Annual,1,1,195000.00,195000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3010,Administrative,0000,,1 00,9,9891,Administrative Assistant - Office Administrator,Annual,1,1,107112.00,107112.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3010,Administrative,0000,,1 00,9,9889,First Deputy Chief of Staff,Annual,1,1,180000.00,180000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3010,Administrative,0000,,1 00,9,9874,Project Manager - Mayor's Office,Annual,1,1,89304.00,89304.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3010,Administrative,0000,,1 00,0,9637,Administrative Assistant,Annual,1,1,83796.00,83796.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3010,Administrative,0000,,1 00,0,9637,Administrative Assistant,Annual,1,1,65976.00,65976.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3010,Administrative,0000,,1 00,0,9637,Administrative Assistant,Annual,1,1,61800.00,61800.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3010,Administrative,0000,,1 00,0,9637,Administrative Assistant,Annual,1,1,58752.00,58752.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3010,Administrative,0000,,1 00,0,9637,Administrative Assistant,Annual,1,1,58728.00,58728.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3010,Administrative,0000,,1 00,0,9637,Administrative Assistant,Annual,1,1,57792.00,57792.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3010,Administrative,0000,,1 00,0,9637,Administrative Assistant,Annual,1,1,53568.00,53568.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0000,,1 00,9,9877,Director - Mayor's Office,Annual,1,1,122016.00,122016.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0000,,1 00,9,9854,Communications Director,Annual,1,1,165000.00,165000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0000,,1 00,9,9642,Deputy Press Secretary,Annual,1,1,120348.00,120348.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2011,Office of Operations,3059,Areas,4010,Areas - Districts,E 03,71,9171,Sergeant,Annual,137,1,113670.00,15572790.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0000,,1 00,9,9616,Assistant Press Secretary,Annual,1,1,94560.00,94560.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0000,,1 00,9,9616,Assistant Press Secretary,Annual,1,1,90000.00,90000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0000,,1 00,9,9616,Assistant Press Secretary,Annual,1,1,80016.00,80016.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0000,,1 00,9,9615,Press Secretary,Annual,1,1,120000.00,120000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0000,,1 00,9,0925,Photographer,Annual,1,1,82008.00,82008.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0000,,1 00,9,0740,Press Aide,Annual,1,1,75000.00,75000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0000,,1 00,9,0740,Press Aide,Annual,2,1,65016.00,130032.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0000,,1 00,9,0740,Press Aide,Annual,1,1,61800.00,61800.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0000,,1 00,9,0740,Press Aide,Annual,1,1,51504.00,51504.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3100,Office of the Chief Financial Officer,0000,,1 00,9,9896,Chief Financial Officer,Annual,1,1,169992.00,169992.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3100,Office of the Chief Financial Officer,0000,,1 00,9,9639,Assistant to Mayor,Annual,1,1,132000.00,132000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3105,Office of Community Engagement,0000,,1 00,9,9898,Deputy Chief of Staff,Annual,1,1,165000.00,165000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3105,Office of Community Engagement,0000,,1 00,9,9873,Assistant Deputy Chief of Staff,Annual,1,1,154992.00,154992.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3105,Office of Community Engagement,0000,,3 00,9,9865,Analyst - Mayor's Office,Annual,1,1,75000.00,75000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3105,Office of Community Engagement,0000,,1 00,0,3858,Director / Community Liaison,Annual,1,1,89304.00,89304.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3105,Office of Community Engagement,0000,,1 00,0,3858,Director / Community Liaison,Annual,1,1,70008.00,70008.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3110,Office of Infrastructure and Services,0000,,1 00,9,9877,Director - Mayor's Office,Annual,1,1,125244.00,125244.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3110,Office of Infrastructure and Services,0000,,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,125016.00,125016.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3110,Office of Infrastructure and Services,0000,,1 00,9,9872,Deputy Mayor,Annual,1,1,165000.00,165000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3110,Office of Infrastructure and Services,0000,,1 00,9,9871,Assistant Deputy Mayor,Annual,1,1,126072.00,126072.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3115,Office of Education and Human Services,0000,,1 00,9,9874,Project Manager - Mayor's Office,Annual,1,1,100008.00,100008.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3115,Office of Education and Human Services,0000,,1 00,9,9872,Deputy Mayor,Annual,1,1,165000.00,165000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3115,Office of Education and Human Services,0000,,3 00,9,9866,Senior Analyst - Mayor's Office,Annual,1,1,85008.00,85008.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0000,,1 00,9,9892,Office Manager - Washington D.C.,Annual,1,1,128760.00,128760.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0000,,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,122544.00,122544.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0000,,1 00,9,9855,Assistant Director - Mayor's Office,Annual,3,1,128760.00,386280.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0000,,1 00,9,9807,Legislative Assistant,Annual,1,1,80088.00,80088.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0000,,1 00,9,9807,Legislative Assistant,Annual,3,1,75648.00,226944.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0000,,1 00,9,9807,Legislative Assistant,Annual,1,1,70008.00,70008.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0000,,1 00,9,9807,Legislative Assistant,Annual,1,1,65004.00,65004.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0000,,1 00,9,9670,Director of Intergovernmental Affairs,Annual,1,1,175092.00,175092.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3125,Office of Risk Management,0000,,1 00,9,9898,Deputy Chief of Staff,Annual,1,1,165000.00,165000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3125,Office of Risk Management,0000,,3 00,9,9865,Analyst - Mayor's Office,Annual,1,1,75000.00,75000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3130,Office of Equity and Racial Justice,0000,,1 00,9,9898,Deputy Chief of Staff,Annual,1,1,165000.00,165000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3130,Office of Equity and Racial Justice,0000,,1 00,9,9874,Project Manager - Mayor's Office,Annual,1,1,80016.00,80016.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3130,Office of Equity and Racial Justice,0000,,1 00,9,9671,Chief Diversity Officer,Annual,1,1,108960.00,108960.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3135,Office of Neighborhood and Economic Development,0000,,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,128760.00,128760.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3135,Office of Neighborhood and Economic Development,0000,,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,110016.00,110016.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3135,Office of Neighborhood and Economic Development,0000,,1 00,9,9872,Deputy Mayor,Annual,1,1,165000.00,165000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0000,,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,115008.00,115008.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0000,,1 00,9,9874,Project Manager - Mayor's Office,Annual,1,1,86016.00,86016.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0000,,1 00,9,9874,Project Manager - Mayor's Office,Annual,3,1,85008.00,255024.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0000,,1 00,9,9874,Project Manager - Mayor's Office,Annual,1,1,84120.00,84120.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0000,,1 00,9,9874,Project Manager - Mayor's Office,Annual,1,1,84000.00,84000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0000,,1 00,9,9874,Project Manager - Mayor's Office,Annual,1,1,75000.00,75000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0000,,1 00,9,9872,Deputy Mayor,Annual,1,1,165000.00,165000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0000,,1 00,9,9871,Assistant Deputy Mayor,Annual,1,1,135000.00,135000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0000,,1 00,9,9898,Deputy Chief of Staff,Annual,1,1,165000.00,165000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0000,,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,122016.00,122016.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0000,,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,120000.00,120000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0000,,1 00,9,9873,Assistant Deputy Chief of Staff,Annual,1,1,150000.00,150000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0000,,3 00,9,9866,Senior Analyst - Mayor's Office,Annual,1,1,90000.00,90000.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0000,,3 00,9,9866,Senior Analyst - Mayor's Office,Annual,1,1,85008.00,85008.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0000,,3 00,9,9866,Senior Analyst - Mayor's Office,Annual,1,1,80016.00,80016.00
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0000,,3 00,9,9865,Analyst - Mayor's Office,Annual,1,1,67008.00,67008.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,1 00,9,9903,Inspector General,Annual,1,1,169992.00,169992.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,BX 14,10,1727,Information Analyst - IG,Annual,2,1,58968.00,117936.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,BX 16,10,1721,Senior Information Analyst - IG,Annual,1,1,75408.00,75408.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,BX 16,10,1721,Senior Information Analyst - IG,Annual,1,1,70272.00,70272.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,BX 16,10,1721,Senior Information Analyst - IG,Annual,1,1,64704.00,64704.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,GY 10,20,1719,Senior Forensic Data Analyst,Annual,1,1,93924.00,93924.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,3 00,0,1717,Chief Data and Information Analyst,Annual,1,1,110052.00,110052.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,BX 17,20,1327,Supervisor of Personnel Administration,Annual,1,1,100668.00,100668.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,BX 15,10,0802,Executive Administrative Assistant II,Annual,1,1,61776.00,61776.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,BX 17,10,0790,Public Relations Coordinator,Annual,1,1,79020.00,79020.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,BX 17,10,0790,Public Relations Coordinator,Annual,1,1,75408.00,75408.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,3 00,0,0705,Director of Public Affairs,Annual,1,1,104712.00,104712.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,BX 12,10,0645,Technical Support Administrator - IG,Annual,1,1,48960.00,48960.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,GY 09,10,0641,Forensic Data Analyst,Annual,3,1,82368.00,247104.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,BX 17,10,0634,Data Services Administrator,Annual,1,1,96096.00,96096.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,BX 12,20,0323,Administrative Assistant III - Excluded,Annual,1,1,48960.00,48960.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,BX 12,20,0323,Administrative Assistant III - Excluded,Annual,1,1,46776.00,46776.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,BX 17,20,0126,Financial Officer,Annual,1,1,91752.00,91752.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,14842.00,14842.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0000,,1 00,9,9665,First Deputy Inspector General,Annual,1,1,141144.00,141144.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0000,,3 00,10,1645,Associate Staff Attorney,Annual,1,1,61800.00,61800.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0000,,3 00,0,1262,Assistant Inspector General,Annual,4,1,105156.00,420624.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0000,,3 00,0,1202,Associate General Counsel - IG,Annual,2,1,123996.00,247992.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,87636.00,87636.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0000,,1 00,9,9659,Deputy Inspector General,Annual,1,1,133032.00,133032.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0000,,3 00,0,1260,Chief Investigator - IG,Annual,1,1,104712.00,104712.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0000,,BX 12,10,1230,Complaint Intake Specialist - IGO,Annual,2,1,46776.00,93552.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0000,,GY 09,0,1222,Investigator III - IG,Annual,3,1,103716.00,311148.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0000,,GY 09,0,1222,Investigator III - IG,Annual,1,1,82368.00,82368.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0000,,GY 08,0,1221,Investigator II - IG,Annual,1,1,75408.00,75408.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0000,,GY 08,0,1221,Investigator II - IG,Annual,1,1,72120.00,72120.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0000,,GY 06,0,1219,Investigator I - IG,Annual,1,1,64320.00,64320.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0000,,GY 06,0,1219,Investigator I - IG,Annual,1,1,58260.00,58260.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,11488.00,11488.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3027,Audit and Program Review,0000,,GY 08,20,1126,Senior Performance Analyst,Annual,1,1,82368.00,82368.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3027,Audit and Program Review,0000,,GY 08,20,1126,Senior Performance Analyst,Annual,1,1,78828.00,78828.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3027,Audit and Program Review,0000,,GY 08,20,1126,Senior Performance Analyst,Annual,1,1,75408.00,75408.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3027,Audit and Program Review,0000,,GY 07,20,1125,Performance Analyst,Annual,2,1,70140.00,140280.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3027,Audit and Program Review,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,7141.00,7141.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0000,,1 00,9,9659,Deputy Inspector General,Annual,1,1,139740.00,139740.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0000,,GY 08,20,1289,Investigative Analyst,Annual,2,1,78828.00,157656.00
